ID,latitude,longitude,Date,farm type,Pop,Infection
"455",14.875340000000000,101.432739999999995,,dairy,"11","0"
"240",14.867039999999999,101.432770000000005,,dairy,"20","0"
"481",14.898410000000000,101.432869999999994,,dairy,"22","0"
"60",14.907620000000000,101.432940000000002,,dairy,"60","0"
"327",14.935650000000001,101.433019999999999,,dairy,"70","0"
"80",14.907750000000000,101.433189999999996,,dairy,"40","0"
"454",14.907760000000000,101.433239999999998,,dairy,"25","0"
"52",14.898470000000000,101.433329999999998,,dairy,"21","0"
"88",14.862439999999999,101.433809999999994,,dairy,"8","0"
"233",14.862310000000001,101.433830000000000,,dairy,"16","0"
"449",14.875299999999999,101.434730000000002,,dairy,"7","0"
"298",14.936310000000001,101.434920000000005,,dairy,"20","0"
"252",14.856780000000001,101.435910000000007,,dairy,"20","0"
"329",14.915369999999999,101.436989999999994,,dairy,"15","0"
"221",14.879440000000001,101.437290000000004,,dairy,"80","0"
"412",14.897230000000000,101.437330000000003,,dairy,"25","0"
"347",14.863360000000000,101.439070000000001,,dairy,"11","0"
"38",14.868589999999999,101.439740000000000,,dairy,"12","0"
"297",14.868510000000001,101.439760000000007,,dairy,"15","0"
"201",14.911440000000001,101.439779999999999,,dairy,"6","0"
"309",14.911940000000000,101.439840000000004,,dairy,"9","0"
"330",14.891249999999999,101.439899999999994,,dairy,"12","1"
"93",14.868710000000000,101.439999999999998,,dairy,"12","0"
"175",14.892500000000000,101.440010000000001,,dairy,"15","1"
"467",14.869210000000001,101.440029999999993,,dairy,"30","0"
"283",14.891570000000000,101.440200000000004,,dairy,"60","1"
"92",14.878050000000000,101.440299999999993,,dairy,"30","0"
"238",14.922430000000000,101.440420000000003,,dairy,"60","0"
"32",14.893200000000000,101.440489999999997,,dairy,"20","1"
"170",14.919230000000001,101.440790000000007,,dairy,"30","0"
"164",14.893450000000000,101.440809999999999,,dairy,"18","1"
"25",14.922400000000000,101.440880000000007,,dairy,"50","0"
"268",14.875540000000001,101.441370000000006,,dairy,"15","0"
"441",14.875439999999999,101.441559999999996,,dairy,"18","0"
"192",14.873930000000000,101.441749999999999,,dairy,"20","0"
"29",14.873139999999999,101.441869999999994,,dairy,"20","0"
"400",14.879690000000000,101.441940000000002,,dairy,"21","0"
"207",14.872210000000001,101.442300000000003,,dairy,"24","0"
"28",14.922180000000001,101.443029999999993,,dairy,"15","0"
"477",14.858560000000001,101.443070000000006,,dairy,"44","0"
"26",14.882690000000000,101.443290000000005,,dairy,"40","0"
"367",14.923069999999999,101.443290000000005,,dairy,"80","0"
"27",14.882500000000000,101.443320000000000,,dairy,"50","0"
"3",14.921410000000000,101.443730000000002,,dairy,"40","0"
"384",14.920500000000001,101.443799999999996,,dairy,"14","0"
"468",14.917230000000000,101.443899999999999,,dairy,"60","0"
"307",14.905170000000000,101.443929999999995,,dairy,"10","0"
"457",14.920940000000000,101.443960000000004,,dairy,"12","0"
"243",14.916900000000000,101.444019999999995,,dairy,"90","0"
"142",14.882600000000000,101.444059999999993,,dairy,"5","0"
"451",14.896229999999999,101.444500000000005,,dairy,"70","0"
"459",14.859700000000000,101.444550000000007,,dairy,"90","0"
"49",14.912250000000000,101.444720000000004,,dairy,"27","0"
"77",14.911870000000000,101.444940000000003,,dairy,"80","0"
"366",14.915030000000000,101.445440000000005,,dairy,"10","0"
"111",14.875700000000000,101.445660000000004,,dairy,"100","0"
"340",14.904000000000000,101.445760000000007,,dairy,"15","0"
"251",14.864940000000001,101.445790000000002,,dairy,"70","0"
"378",14.893050000000001,101.445819999999998,,dairy,"29","0"
"117",14.913819999999999,101.445970000000003,,dairy,"60","0"
"361",14.903050000000000,101.446020000000004,,dairy,"30","0"
"237",14.892560000000000,101.446349999999995,,dairy,"30","0"
"55",14.915030000000000,101.446389999999994,,dairy,"14","0"
"294",14.908600000000000,101.446449999999999,,dairy,"82","0"
"474",14.909269999999999,101.446700000000007,,dairy,"35","0"
"475",14.902880000000000,101.446749999999994,,dairy,"2","0"
"219",14.902240000000001,101.446870000000004,,dairy,"70","0"
"285",14.902320000000000,101.446929999999995,,dairy,"20","0"
"83",14.902910000000000,101.447000000000003,,dairy,"8","0"
"220",14.873519999999999,101.447090000000003,,dairy,"13","0"
"277",14.901420000000000,101.447100000000006,,dairy,"2","0"
"408",14.901310000000000,101.447100000000006,,dairy,"25","0"
"148",14.894640000000001,101.447239999999994,,dairy,"5","0"
"275",14.900060000000000,101.447350000000000,,dairy,"20","0"
"265",14.900300000000000,101.447440000000000,,dairy,"8","0"
"43",14.899190000000001,101.447649999999996,,dairy,"7","0"
"197",14.871610000000000,101.447810000000004,,dairy,"3","0"
"311",14.871160000000000,101.447810000000004,,dairy,"6","0"
"215",14.899760000000001,101.447829999999996,,dairy,"24","0"
"107",14.857860000000001,101.447860000000006,,dairy,"11","0"
"344",14.901210000000001,101.447890000000001,,dairy,"72","0"
"39",14.871380000000000,101.447909999999993,,dairy,"15","0"
"159",14.898999999999999,101.448040000000006,,dairy,"4","0"
"14",14.897100000000000,101.448220000000006,,dairy,"140","0"
"424",14.900200000000000,101.448279999999997,,dairy,"26","0"
"301",14.916570000000000,101.448409999999996,,dairy,"83","0"
"223",14.896929999999999,101.448440000000005,,dairy,"20","0"
"54",14.896979999999999,101.448570000000004,,dairy,"35","0"
"430",14.863519999999999,101.448980000000006,,dairy,"35","0"
"56",14.897100000000000,101.449439999999996,,dairy,"45","0"
"254",14.860060000000001,101.449690000000004,,dairy,"3","0"
"484",14.862069999999999,101.449889999999996,,dairy,"36","0"
"102",14.870740000000000,101.450050000000005,,dairy,"16","0"
"495",14.861560000000001,101.450230000000005,,dairy,"26","0"
"436",14.876519999999999,101.451989999999995,,dairy,"50","0"
"122",14.862159999999999,101.452860000000001,,dairy,"21","0"
"386",14.940400000000000,101.374129999999994,,dairy,"25","0"
